ICODE,INAME,INAME1,OICODE,FICODE,QTY,RATE,SRATE,IVAL,IAMT,INVNO,PCODE,ODATE,DBC
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0858,P0009,29-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0859,P0011,29-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,3,113.8,,341.4,341.4,TIC/0864,D0022,29-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0865,K0012,29-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0866,B0018,29-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0869,J0009,30-06-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,6,113.8,,682.8,682.8,TIC/0901,D0017,04-07-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,4,113.8,,455.2,455.2,TIC/0903,D0022,05-07-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,1,113.8,,113.8,113.8,TIC/0907,J0014,05-07-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,2,113.8,,227.6,227.6,TIC/0909,K0013,05-07-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,8,113.8,,910.4,910.4,TIC/0912,N0007,06-07-13,SALE
90973,VOLCANO CHOCOLATE CONE,,,,11,113.8,,1251.8,1251.8,TIC/0914,N0007,06-07-13,SALE
