ICODE,INAME,INAME1,OICODE,FICODE,IGCODE,UNIT,AQTY,QTY,FQTY,FAMT,SCHNO,SCHTYPE,RATE,SRATE,IVAL,IAMT,INVNO,DINVNO,PCODE,NAME,PCODEC,ARCODE,CATCD,DATE,IO,DESC,DBC,NT,TYCODE,DUM_INVNO,USER,CDATE,TIME,VAT,AVAT,PRODID,VATAMT,AVATAMT,DPCODE,PRINTED
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1775,,S0057,,ISLTX,D02,JC,24-11-12,O,,SALE,,VATIC,,TEM,26-11-12,18:09:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/1693,,S0045,,ISLTX,N01,SS,25-11-12,O,,SALE,,VATIC,,TEM,18-11-12,12:34:49,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1736,,B0004,,ISLTX,N01,PR,25-11-12,O,,SALE,,VATIC,,TEM,21-11-12,17:43:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1770,,H0034,,ISLTX,D02,PR,25-11-12,O,,SALE,,VATIC,,TEM,26-11-12,18:10:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1678,,S0048,,ISLTX,M01,JC,26-11-12,O,,SALE,,VATIC,,TEM,18-11-12,12:39:44,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1679,,S0057,,ISLTX,D02,JC,26-11-12,O,,SALE,,VATIC,,TEM,30-11-12,10:19:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1695,,H0035,,ISLTX,M01,H1,26-11-12,O,,SALE,,VATIC,,TEM,18-11-12,12:34:56,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1794,,N0007,,ISLTX,N01,CT,26-11-12,O,,SALE,,VATIC,,TEM,26-11-12,18:19:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1795,,J0014,,ISLTX,N01,PR,26-11-12,O,,SALE,,VATIC,,TEM,28-11-12,10:32:13,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1778,,H0057,,ISLTX,N01,,27-11-12,O,,SALE,,VATIC,,TEM,30-11-12,10:09:51,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1782,,D0017,,ISLTX,N01,PR,27-11-12,O,,SALE,,VATIC,,TEM,28-11-12,09:23:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1793,,N0010,,ISLTX,M01,KI,28-11-12,O,,SALE,,VATIC,,TEM,26-11-12,18:06:30,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1697,,H0041,,ISLTX,D02,BR,29-11-12,O,,SALE,,VATIC,,TEM,18-11-12,12:35:07,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1790,,B0018,,ISLTX,N01,PR,29-11-12,O,,SALE,,VATIC,,TEM,30-11-12,10:22:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1772,,P0011,,ISLTX,D02,PR,30-11-12,O,,SALE,,VATIC,,TEM,30-11-12,10:16:24,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1809,,P0009,,ISLTX,D02,PR,30-11-12,O,,SALE,,VATIC,,TEM,30-11-12,12:23:16,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1811,,H0036,,ISLTX,D02,BR,30-11-12,O,,SALE,,VATIC,,TEM,30-11-12,12:25:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1814,,T0011,,ISLTX,M01,KI,30-11-12,O,,SALE,,VATIC,,TEM,03-12-12,17:28:12,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1808,,S0056,,ISLTX,,,01-12-12,O,,SALE,,VATIC,,TEM,30-11-12,17:35:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1819,,D0017,,ISLTX,N01,PR,01-12-12,O,,SALE,,VATIC,,TEM,02-12-12,12:03:42,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1816,,D0017,,ISLTX,N01,PR,02-12-12,O,,SALE,,VATIC,,TEM,02-12-12,11:53:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1817,,K0012,,ISLTX,N01,PR,02-12-12,O,,SALE,,VATIC,,TEM,02-12-12,11:57:03,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1818,,J0009,,ISLTX,,,02-12-12,O,,SALE,,VATIC,,TEM,02-12-12,12:00:32,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1824,,N0007,,ISLTX,N01,CT,03-12-12,O,,SALE,,VATIC,,TEM,02-12-12,19:18:21,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1821,,H0035,,ISLTX,M01,H1,05-12-12,O,,SALE,,VATIC,,TEM,11-12-12,09:54:02,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1845,,S0047,,ISLTX,M01,PR,05-12-12,O,,SALE,,VATIC,,TEM,07-12-12,17:41:59,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1837,,G0018,,ISLTX,N01,,06-12-12,O,,SALE,,VATIC,,TEM,04-12-12,19:54:22,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1838,,H0041,,ISLTX,D02,BR,06-12-12,O,,SALE,,VATIC,,TEM,04-12-12,19:54:30,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,10.000,0.000,0.00,,,113.80,,1138.00,1138.00,TIC/1842,,S0051,,ISLTX,N01,PR,06-12-12,O,,SALE,,VATIC,,TEM,04-12-12,19:54:54,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1851,,S0056,,ISLTX,,,07-12-12,O,,SALE,,VATIC,,TEM,06-12-12,17:27:46,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1853,,S0057,,ISLTX,D02,JC,07-12-12,O,,SALE,,VATIC,,TEM,07-12-12,17:40:59,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1863,,N0007,,ISLTX,N01,CT,07-12-12,O,,SALE,,VATIC,,TEM,07-12-12,18:04:51,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1864,,N0009,,ISLTX,D02,PR,07-12-12,O,,SALE,,VATIC,,TEM,07-12-12,18:05:56,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1832,,P0011,,ISLTX,D02,PR,08-12-12,O,,SALE,,VATIC,,TEM,06-12-12,17:28:51,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1841,,F0009,,ISLTX,M01,PR,08-12-12,O,,SALE,,VATIC,,TEM,04-12-12,19:54:43,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1868,,B0018,,ISLTX,N01,PR,10-12-12,O,,SALE,,VATIC,,TEM,08-12-12,17:08:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1877,,R0019,,ISLTX,N01,,10-12-12,O,,SALE,,VATIC,,TEM,10-12-12,14:21:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1871,,K0012,,ISLTX,N01,PR,15-12-12,O,,SALE,,VATIC,,TEM,12-12-12,20:21:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1904,,N0007,,ISLTX,N01,CT,16-12-12,O,,SALE,,VATIC,,TEM,16-12-12,14:36:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1915,,M0022,,ISLTX,N01,ST,16-12-12,O,,SALE,,VATIC,,TEM,16-12-12,14:28:20,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1918,,S0047,,ISLTX,M01,PR,17-12-12,O,,SALE,,VATIC,,TEM,16-12-12,18:37:15,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1919,,P0011,,ISLTX,D02,PR,17-12-12,O,,SALE,,VATIC,,TEM,16-12-12,18:37:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1920,,N0009,,ISLTX,D02,PR,17-12-12,O,,SALE,,VATIC,,TEM,16-12-12,18:37:35,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1925,,S0043,,ISLTX,,,18-12-12,O,,SALE,,VATIC,,TEM,19-12-12,17:34:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1908,,D0017,,ISLTX,N01,PR,19-12-12,O,,SALE,,VATIC,,TEM,16-12-12,18:38:47,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1912,,J0014,,ISLTX,N01,PR,19-12-12,O,,SALE,,VATIC,,TEM,20-12-12,18:38:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1916,,B0004,,ISLTX,N01,PR,19-12-12,O,,SALE,,VATIC,,TEM,20-12-12,18:37:45,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1902,,R0019,,ISLTX,N01,,20-12-12,O,,SALE,,VATIC,,TEM,16-12-12,18:39:16,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1911,,K0012,,ISLTX,N01,PR,20-12-12,O,,SALE,,VATIC,,TEM,16-12-12,18:38:32,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1930,,R0019,,ISLTX,N01,,20-12-12,O,,SALE,,VATIC,,TEM,21-12-12,17:06:27,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1909,,R0019,,ISLTX,N01,,21-12-12,O,,SALE,,VATIC,,TEM,16-12-12,18:38:38,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1924,,N0007,,ISLTX,N01,CT,22-12-12,O,,SALE,,VATIC,,TEM,18-12-12,14:04:57,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1931,,M0025,,ISLTX,N01,ST,22-12-12,O,,SALE,,VATIC,,TEM,18-12-12,14:05:38,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1926,,B0018,,ISLTX,N01,PR,23-12-12,O,,SALE,,VATIC,,TEM,18-12-12,14:05:11,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/1928,,S0045,,ISLTX,N01,SS,23-12-12,O,,SALE,,VATIC,,TEM,20-12-12,18:37:31,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1965,,H0041,,ISLTX,D02,BR,23-12-12,O,,SALE,,VATIC,,TEM,23-12-12,12:16:49,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/1967,,H0035,,ISLTX,M01,H1,23-12-12,O,,SALE,,VATIC,,TEM,23-12-12,12:17:48,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1969,,H0041,,ISLTX,D02,BR,24-12-12,O,,SALE,,VATIC,,TEM,24-12-12,09:55:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1970,,N0009,,ISLTX,D02,PR,24-12-12,O,,SALE,,VATIC,,TEM,24-12-12,17:50:27,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1993,,K0013,,ISLTX,P01,,24-12-12,O,,SALE,,VATIC,,TEM,24-12-12,17:49:53,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1977,,K0012,,ISLTX,N01,PR,25-12-12,O,,SALE,,VATIC,,TEM,27-12-12,18:32:07,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1994,,S0057,,ISLTX,D02,JC,25-12-12,O,,SALE,,VATIC,,TEM,25-12-12,09:58:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/1975,,N0007,,ISLTX,N01,CT,26-12-12,O,,SALE,,VATIC,,TEM,24-12-12,09:55:59,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/1976,,P0015,,ISLTX,N01,PR,26-12-12,O,,SALE,,VATIC,,TEM,24-12-12,09:56:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2009,,R0019,,ISLTX,N01,,27-12-12,O,,SALE,,VATIC,,TEM,22-03-13,12:44:47,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2011,,S0045,,ISLTX,N01,SS,27-12-12,O,,SALE,,VATIC,,TEM,22-03-13,12:45:16,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2012,,H0035,,ISLTX,M01,H1,27-12-12,O,,SALE,,VATIC,,TEM,22-03-13,12:46:01,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2027,,P0011,,ISLTX,D02,PR,30-12-12,O,,SALE,,VATIC,,TEM,30-12-12,13:02:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2030,,H0035,,ISLTX,M01,H1,30-12-12,O,,SALE,,VATIC,,TEM,30-12-12,14:32:04,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2035,,N0007,,ISLTX,N01,CT,31-12-12,O,,SALE,,VATIC,,TEM,30-12-12,19:05:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,6.000,0.000,0.00,,,113.80,,682.80,682.80,TIC/2038,,D0017,,ISLTX,N01,PR,31-12-12,O,,SALE,,VATIC,,TEM,30-12-12,19:06:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2048,,H0041,,ISLTX,D02,BR,31-12-12,O,,SALE,,VATIC,,TEM,31-12-12,14:46:28,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/1986,,G0018,,ISLTX,N01,,02-01-13,O,,SALE,,VATIC,,TEM,01-01-13,10:26:16,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2004,,B0018,,ISLTX,N01,PR,02-01-13,O,,SALE,,VATIC,,TEM,22-03-13,12:41:55,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2003,,H0056,,ISLTX,N01,,03-01-13,O,,SALE,,VATIC,,TEM,22-03-13,12:41:46,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2047,,B0018,,ISLTX,N01,PR,03-01-13,O,,SALE,,VATIC,,TEM,01-01-13,10:45:14,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2033,,P0015,,ISLTX,N01,PR,05-01-13,O,,SALE,,VATIC,,TEM,01-01-13,10:43:27,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2002,,S0056,,ISLTX,,,09-01-13,O,,SALE,,VATIC,,TEM,22-03-13,12:41:33,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2096,,R0019,,ISLTX,N01,,10-01-13,O,,SALE,,VATIC,,TEM,21-01-13,20:28:32,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2043,,H0028,,ISLTX,N01,PR,11-01-13,O,,SALE,,VATIC,,TEM,22-03-13,13:02:38,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2112,,D0017,,ISLTX,N01,PR,11-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:37:50,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2114,,K0013,,ISLTX,P01,,12-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:38:04,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2123,,K0012,,ISLTX,N01,PR,13-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:41:10,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2126,,M0025,,ISLTX,N01,ST,13-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:42:04,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2130,,B0004,,ISLTX,N01,PR,13-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:43:32,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2121,,N0007,,ISLTX,N01,CT,14-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:39:33,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2129,,H0042,,ISLTX,N01,ST,15-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:43:08,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2106,,P0011,,ISLTX,D02,PR,16-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:35:29,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2133,,K0012,,ISLTX,N01,PR,16-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:43:49,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2143,,H0034,,ISLTX,D02,PR,16-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:45:04,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,10.000,0.000,0.00,,,113.80,,1138.00,1138.00,TIC/2149,,S0051,,ISLTX,N01,PR,17-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:45:34,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2152,,S0053,,ISLTX,N01,PR,17-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:49:22,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2163,,T0011,,ISLTX,M01,KI,18-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:50:30,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2165,,P0015,,ISLTX,N01,PR,18-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:50:36,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,6.000,0.000,0.00,,,113.80,,682.80,682.80,TIC/2166,,D0017,,ISLTX,N01,PR,18-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:50:39,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2097,,K0012,,ISLTX,N01,PR,19-01-13,O,,SALE,,VATIC,,TEM,11-01-13,18:00:14,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2119,,R0020,,ISLTX,N01,,19-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:39:23,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,5.000,0.000,0.00,,,113.80,,569.00,569.00,TIC/2147,,N0007,,ISLTX,N01,CT,19-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:45:27,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2098,,J0014,,ISLTX,N01,PR,20-01-13,O,,SALE,,VATIC,,TEM,11-01-13,18:00:18,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2100,,B0004,,ISLTX,N01,PR,20-01-13,O,,SALE,,VATIC,,TEM,11-01-13,18:00:26,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,4.000,0.000,0.00,,,113.80,,455.20,455.20,TIC/2105,,H0035,,ISLTX,M01,H1,20-01-13,O,,SALE,,VATIC,,TEM,16-01-13,17:56:47,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2115,,M0020,,ISLTX,M01,SS,20-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:39:00,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2101,,B0018,,ISLTX,N01,PR,21-01-13,O,,SALE,,VATIC,,TEM,11-01-13,18:00:30,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2108,,P0015,,ISLTX,N01,PR,21-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:36:23,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2170,,N0007,,ISLTX,N01,CT,21-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:52:25,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2099,,N0009,,ISLTX,D02,PR,22-01-13,O,,SALE,,VATIC,,TEM,11-01-13,18:00:22,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2102,,H0041,,ISLTX,D02,BR,22-01-13,O,,SALE,,VATIC,,TEM,11-01-13,18:00:34,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2109,,S0056,,ISLTX,,,26-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:37:19,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,1.000,0.000,0.00,,,113.80,,113.80,113.80,TIC/2172,,K0013,,ISLTX,P01,,26-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:52:32,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2157,,H0041,,ISLTX,D02,BR,29-01-13,O,,SALE,,VATIC,,TEM,24-03-13,10:50:05,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,2.000,0.000,0.00,,,113.80,,227.60,227.60,TIC/2210,,B0018,,ISLTX,N01,PR,03-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:06:17,,,,,,,
90973,VOLCANO CHOCOLATE CONE,,,,I,,,3.000,0.000,0.00,,,113.80,,341.40,341.40,TIC/2215,,K0012,,ISLTX,N01,PR,03-02-13,O,,SALE,,VATIC,,TEM,24-03-13,11:06:29,,,,,,,
